ACCT,DATE,DESCRIPTION,TYPE,AMOUNT,BALANCE
D22024, 1/10/2013, WB13113377, CREDIT, -249.00, 0.00
D22024, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22024, 2/13/2013, 3606, CREDIT, -249.00, 0.00
D22024, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22024, 3/15/2013, WB14513863, CREDIT, -249.00, 0.00
D22024, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22024, 4/15/2013, F/C, FINANCE CHARGE, 25.00, 274.00
D22024, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 523.00
D22024, 5/13/2013, WB15864726, CREDIT, -498.00, 25.00
D22024, 5/24/2013, WAIVE LATE CHARGE, CREDIT, -25.00, 0.00
D22024, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22024, 6/17/2013, WB16621292, CREDIT, -249.00, 0.00
D22024, 6/17/2013, POOL KEYS, OTHER CHARGE, 10.00, 10.00
D22024, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 259.00
D22024, 7/12/2013, 3631, CREDIT, -249.00, 10.00
D22024, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 259.00
D22024, 8/15/2013, 3635, CREDIT, -259.00, 0.00

D22025, 10/15/2008, F/C, FINANCE CHARGE, 25.00, 25.00
D22025, 5/16/2011, F/C, FINANCE CHARGE, 25.00, 50.00
D22025, 6/15/2011, F/C, FINANCE CHARGE, 25.00, 75.00
D22025, 7/15/2011, F/C, FINANCE CHARGE, 25.00, 100.00
D22025, 8/15/2011, F/C, FINANCE CHARGE, 25.00, 125.00
D22025, 9/15/2011, F/C, FINANCE CHARGE, 25.00, 150.00
D22025, 10/17/2011, F/C, FINANCE CHARGE, 25.00, 175.00
D22025, 11/15/2011, F/C, FINANCE CHARGE, 25.00, 200.00
D22025, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 449.00
D22025, 1/11/2012, 0729, CREDIT, -249.00, 200.00
D22025, 1/27/2012, WAIVE LATE CHARGES, CREDIT, -200.00, 0.00
D22025, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22025, 2/7/2012, 0735, CREDIT, -249.00, 0.00
D22025, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22025, 3/12/2012, 0741, CREDIT, -249.00, 0.00
D22025, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22025, 4/4/2012, 0745, CREDIT, -249.00, 0.00
D22025, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22025, 5/11/2012, 0750, CREDIT, -249.00, 0.00
D22025, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22025, 6/5/2012, 0756, CREDIT, -249.00, 0.00
D22025, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22025, 7/10/2012, 0761, CREDIT, -249.00, 0.00
D22025, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22025, 8/10/2012, 0767, CREDIT, -249.00, 0.00
D22025, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22025, 9/11/2012, 0774, CREDIT, -249.00, 0.00
D22025, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22025, 10/12/2012, 0781, CREDIT, -249.00, 0.00
D22025, 11/1/2012, 0788, CREDIT, -249.00, -249.00
D22025, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D22025, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22025, 12/10/2012, 0794, CREDIT, -249.00, 0.00
D22025, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22025, 1/9/2013, 0798, CREDIT, -249.00, 0.00
D22025, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22025, 2/4/2013, 0805, CREDIT, -249.00, 0.00
D22025, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22025, 3/12/2013, 0809, CREDIT, -249.00, 0.00
D22025, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22025, 4/9/2013, 0814, CREDIT, -249.00, 0.00
D22025, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22025, 5/9/2013, 0821, CREDIT, -249.00, 0.00
D22025, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22025, 6/10/2013, 0825, CREDIT, -249.00, 0.00
D22025, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22025, 7/5/2013, 0829, CREDIT, -249.00, 0.00
D22025, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D22025, 8/8/2013, 0834, CREDIT, -249.00, 0.00

D22026, 12/1/2011, MONTHLY ASSESSMENT, ASSESMENT, 268.00, 268.00
D22026, 12/15/2011, F/C, FINANCE CHARGE, 25.00, 293.00
D22026, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 542.00
D22026, 1/17/2012, 287051, CREDIT, -275.00, 267.00
D22026, 1/17/2012, F/C, FINANCE CHARGE, 25.00, 292.00
D22026, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 541.00
D22026, 2/15/2012, F/C, FINANCE CHARGE, 25.00, 566.00
D22026, 2/16/2012, 286803, CREDIT, -249.00, 317.00
D22026, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 566.00
D22026, 3/15/2012, F/C, FINANCE CHARGE, 25.00, 591.00
D22026, 4/1/2012, 286876, CREDIT, -316.00, 275.00
D22026, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 524.00
D22026, 4/16/2012, F/C, FINANCE CHARGE, 25.00, 549.00
D22026, 4/18/2012, 286956, CREDIT, -250.00, 299.00
D22026, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 548.00
D22026, 5/15/2012, F/C, FINANCE CHARGE, 25.00, 573.00
D22026, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 822.00
D22026, 6/6/2012, FINE: ITEMS IN COMMON AREA, OTHER CHARGE, 25.00, 847.00
D22026, 6/15/2012, 362344, CREDIT, -250.00, 597.00
D22026, 6/15/2012, F/C, FINANCE CHARGE, 25.00, 622.00
D22026, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 871.00
D22026, 7/5/2012, ENTRY DOOR KEYS, OTHER CHARGE, 10.00, 881.00
D22026, 7/16/2012, F/C, FINANCE CHARGE, 25.00, 906.00
D22026, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1155.00
D22026, 8/8/2012, 411641, CREDIT, -500.00, 655.00
D22026, 8/8/2012, 411640, CREDIT, -250.00, 405.00
D22026, 8/15/2012, F/C, FINANCE CHARGE, 25.00, 430.00
D22026, 8/15/2012, FINE: ITEMS IN COMMON AREA, OTHER CHARGE, 50.00, 480.00
D22026, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 729.00
D22026, 9/17/2012, 447329, CREDIT, -500.00, 229.00
D22026, 9/17/2012, F/C, FINANCE CHARGE, 25.00, 254.00
D22026, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 503.00
D22026, 10/12/2012, 447427, CREDIT, -504.00, -1.00
D22026, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 248.00
D22026, 11/15/2012, F/C, FINANCE CHARGE, 25.00, 273.00
D22026, 11/20/2012, 20011, CREDIT, -249.00, 24.00
D22026, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 273.00
D22026, 12/3/2012, 20019, CREDIT, -249.00, 24.00
D22026, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 273.00
D22026, 1/2/2013, 20027, CREDIT, -249.00, 24.00
D22026, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 273.00
D22026, 2/7/2013, 020050, CREDIT, -249.00, 24.00
D22026, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 273.00
D22026, 3/7/2013, 020061, CREDIT, -249.00, 24.00
D22026, 3/26/2013, FINE: NUISANCE/DISTURBANCE, OTHER CHARGE, 50.00, 74.00
D22026, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 323.00
D22026, 4/9/2013, RTN-20062, OTHER CHARGE, 249.00, 572.00
D22026, 4/16/2013, RETURNED CHECK FEE, OTHER CHARGE, 20.00, 592.00
D22026, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 841.00
D22026, 5/6/2013, 020063, CREDIT, -249.00, 592.00
D22026, 5/15/2013, F/C, FINANCE CHARGE, 25.00, 617.00
D22026, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 866.00
D22026, 6/6/2013, 020064, CREDIT, -249.00, 617.00
D22026, 6/13/2013, 020062, CREDIT, -498.00, 119.00
D22026, 6/13/2013, 020102, CREDIT, -119.00, 0.00
D22026, 6/19/2013, POOL KEYS, OTHER CHARGE, 10.00, 10.00
D22026, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 259.00
D22026, 7/8/2013, 020114, CREDIT, -249.00, 10.00
D22026, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 259.00
D22026, 8/6/2013, 020126, CREDIT, -249.00, 10.00

D23021, 6/2/2011, POOL KEY, OTHER CHARGE, 5.00, 5.00
D23021, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D23021, 1/5/2012, EFT, CREDIT, -249.00, 5.00
D23021, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D23021, 2/8/2012, EFT, CREDIT, -249.00, 5.00
D23021, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D23021, 3/5/2012, EFT, CREDIT, -249.00, 5.00
D23021, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D23021, 4/5/2012, EFT, CREDIT, -249.00, 5.00
D23021, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D23021, 5/7/2012, EFT, CREDIT, -249.00, 5.00
D23021, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D23021, 6/5/2012, EFT, CREDIT, -244.00, 10.00
D23021, 6/5/2012, EFT, CREDIT, -5.00, 5.00
D23021, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D23021, 7/5/2012, EFT, CREDIT, -249.00, 5.00
D23021, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D23021, 8/6/2012, EFT, CREDIT, -249.00, 5.00
D23021, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D23021, 9/5/2012, EFT, CREDIT, -249.00, 5.00
D23021, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D23021, 10/5/2012, EFT, CREDIT, -249.00, 5.00
D23021, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D23021, 11/5/2012, EFT, CREDIT, -249.00, 5.00
D23021, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 254.00
D23021, 12/3/2012, 2509, CREDIT, -5.00, 249.00
D23021, 12/6/2012, EFT, CREDIT, -249.00, 0.00
D23021, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23021, 1/7/2013, EFT, CREDIT, -249.00, 0.00
D23021, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23021, 2/5/2013, EFT, CREDIT, -249.00, 0.00
D23021, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23021, 3/5/2013, EFT, CREDIT, -249.00, 0.00
D23021, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23021, 4/5/2013, EFT, CREDIT, -249.00, 0.00
D23021, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23021, 5/6/2013, EFT, CREDIT, -249.00, 0.00
D23021, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23021, 6/5/2013, EFT, CREDIT, -249.00, 0.00
D23021, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23021, 7/5/2013, EFT, CREDIT, -249.00, 0.00
D23021, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23021, 8/5/2013, EFT, CREDIT, -249.00, 0.00

D23022, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23022, 1/5/2012, EFT, CREDIT, -249.00, 0.00
D23022, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23022, 2/8/2012, EFT, CREDIT, -249.00, 0.00
D23022, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23022, 3/5/2012, EFT, CREDIT, -249.00, 0.00
D23022, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23022, 4/5/2012, EFT, CREDIT, -249.00, 0.00
D23022, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23022, 5/7/2012, EFT, CREDIT, -249.00, 0.00
D23022, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23022, 6/5/2012, EFT, CREDIT, -249.00, 0.00
D23022, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23022, 7/5/2012, EFT, CREDIT, -249.00, 0.00
D23022, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23022, 8/6/2012, EFT, CREDIT, -249.00, 0.00
D23022, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23022, 9/5/2012, EFT, CREDIT, -249.00, 0.00
D23022, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23022, 10/5/2012, EFT, CREDIT, -249.00, 0.00
D23022, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23022, 11/5/2012, EFT, CREDIT, -249.00, 0.00
D23022, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23022, 12/6/2012, EFT, CREDIT, -249.00, 0.00
D23022, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23022, 1/7/2013, EFT, CREDIT, -249.00, 0.00
D23022, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23022, 2/5/2013, EFT, CREDIT, -249.00, 0.00
D23022, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23022, 3/5/2013, EFT, CREDIT, -249.00, 0.00
D23022, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23022, 4/5/2013, EFT, CREDIT, -249.00, 0.00
D23022, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23022, 5/6/2013, EFT, CREDIT, -249.00, 0.00
D23022, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23022, 6/5/2013, EFT, CREDIT, -249.00, 0.00
D23022, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23022, 7/5/2013, EFT, CREDIT, -249.00, 0.00
D23022, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23022, 8/5/2013, EFT, CREDIT, -249.00, 0.00
D23022, 8/27/2013, POOK KEY, OTHER CHARGE, 5.00, 5.00

D23023, 12/12/2011, 2639, CREDIT, -747.00, -747.00
D23023, 12/12/2011, 12421713, CREDIT, -0.02, -747.02
D23023, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -498.02
D23023, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -249.02
D23023, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -0.02
D23023, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 248.98
D23023, 4/9/2012, 2698, CREDIT, -996.00, -747.02
D23023, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -498.02
D23023, 5/14/2012, FINE: GARBAGE, OTHER CHARGE, 50.00, -448.02
D23023, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -199.02
D23023, 6/5/2012, REDUCE FINE, CREDIT, -25.00, -224.02
D23023, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 24.98
D23023, 7/11/2012, 2707, CREDIT, -1021.00, -996.02
D23023, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -747.02
D23023, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -498.02
D23023, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -249.02
D23023, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -0.02
D23023, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 248.98
D23023, 12/12/2012, 2726, CREDIT, -996.00, -747.02
D23023, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -498.02
D23023, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -249.02
D23023, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -0.02
D23023, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 248.98
D23023, 4/10/2013, 2733, CREDIT, -996.00, -747.02
D23023, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -498.02
D23023, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -249.02
D23023, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -0.02
D23023, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 248.98
D23023, 8/5/2013, 2749, CREDIT, -996.00, -747.02

D23024, 8/8/2011, FINE: POOL, OTHER CHARGE, 300.00, 300.00
D23024, 9/15/2011, 325, CREDIT, 0.00, 300.00
D23024, 11/8/2011, FINE: ITEMS IN COMMON AREA, OTHER CHARGE, 25.00, 325.00
D23024, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 574.00
D23024, 1/17/2012, F/C, FINANCE CHARGE, 25.00, 599.00
D23024, 1/25/2012, 118, CREDIT, -268.00, 331.00
D23024, 1/25/2012, 120, CREDIT, -6.00, 325.00
D23024, 1/27/2012, REPAIR: INVOICE # 132319, OTHER CHARGE, 372.40, 697.40
D23024, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 946.40
D23024, 2/15/2012, 1167, CREDIT, -249.00, 697.40
D23024, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 946.40
D23024, 3/14/2012, 123, CREDIT, -249.00, 697.40
D23024, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 946.40
D23024, 4/9/2012, FINE: VANDALISM, OTHER CHARGE, 25.00, 971.40
D23024, 4/13/2012, 354, CREDIT, -249.00, 722.40
D23024, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 971.40
D23024, 5/14/2012, FINE: GARBAGE, OTHER CHARGE, 50.00, 1021.40
D23024, 5/15/2012, 360, CREDIT, -249.00, 772.40
D23024, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1021.40
D23024, 6/15/2012, 365, CREDIT, -249.00, 772.40
D23024, 6/26/2012, FINE: VANDALISM, OTHER CHARGE, 25.00, 797.40
D23024, 6/26/2012, FINE: GARBAGE, OTHER CHARGE, 50.00, 847.40
D23024, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1096.40
D23024, 7/16/2012, 372, CREDIT, -249.00, 847.40
D23024, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1096.40
D23024, 8/10/2012, 383, CREDIT, -249.00, 847.40
D23024, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1096.40
D23024, 9/17/2012, F/C, FINANCE CHARGE, 25.00, 1121.40
D23024, 9/17/2012, FINE: POOL, OTHER CHARGE, 100.00, 1221.40
D23024, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1470.40
D23024, 10/12/2012, 388, CREDIT, -249.00, 1221.40
D23024, 10/12/2012, 391, CREDIT, -249.00, 972.40
D23024, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1221.40
D23024, 11/13/2012, 152, CREDIT, -249.00, 972.40
D23024, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1221.40
D23024, 12/12/2012, 153, CREDIT, -249.00, 972.40
D23024, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1221.40
D23024, 1/11/2013, 408, CREDIT, -249.00, 972.40
D23024, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1221.40
D23024, 2/8/2013, 155, CREDIT, -249.00, 972.40
D23024, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1221.40
D23024, 3/15/2013, F/C, FINANCE CHARGE, 25.00, 1246.40
D23024, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1495.40
D23024, 4/8/2013, 425, CREDIT, -274.00, 1221.40
D23024, 4/8/2013, 159, CREDIT, -249.00, 972.40
D23024, 4/15/2013, F/C, FINANCE CHARGE, 25.00, 997.40
D23024, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1246.40
D23024, 5/15/2013, 328, CREDIT, -249.00, 997.40
D23024, 5/15/2013, F/C, FINANCE CHARGE, 25.00, 1022.40
D23024, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1271.40
D23024, 6/14/2013, LEGAL: THIRTY DAY NOTICE, OTHER CHARGE, 229.92, 1501.32
D23024, 6/17/2013, F/C, FINANCE CHARGE, 25.00, 1526.32
D23024, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 1775.32
D23024, 7/15/2013, F/C, FINANCE CHARGE, 25.00, 1800.32
D23024, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 2049.32
D23024, 8/15/2013, F/C, FINANCE CHARGE, 25.00, 2074.32

D23025, 12/15/2011, 1027, CREDIT, -25.00, -25.00
D23025, 12/30/2011, 1030, CREDIT, -249.00, -274.00
D23025, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -25.00
D23025, 1/24/2012, ENTRY DOOR KEY, OTHER CHARGE, 5.00, -20.00
D23025, 2/1/2012, 0539, CREDIT, -249.00, -269.00
D23025, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -20.00
D23025, 2/29/2012, 0540, CREDIT, -249.00, -269.00
D23025, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -20.00
D23025, 3/22/2012, 001056, CREDIT, -249.00, -269.00
D23025, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -20.00
D23025, 4/16/2012, 0580, CREDIT, -249.00, -269.00
D23025, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, -20.00
D23025, 5/14/2012, FINE: GARBAGE, OTHER CHARGE, 50.00, 30.00
D23025, 5/17/2012, 0589, CREDIT, -249.00, -219.00
D23025, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 30.00
D23025, 6/5/2012, REDUCE FINE, CREDIT, -25.00, 5.00
D23025, 6/27/2012, 0595, CREDIT, -249.00, -244.00
D23025, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 5.00
D23025, 7/31/2012, 0599, CREDIT, -254.00, -249.00
D23025, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D23025, 9/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23025, 9/17/2012, F/C, FINANCE CHARGE, 25.00, 274.00
D23025, 9/25/2012, 0908, CREDIT, -523.00, -249.00
D23025, 10/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D23025, 10/22/2012, 0958, CREDIT, -249.00, -249.00
D23025, 11/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D23025, 11/28/2012, 0917, CREDIT, -249.00, -249.00
D23025, 12/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D23025, 12/26/2012, 001072, CREDIT, -249.00, -249.00
D23025, 1/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D23025, 2/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23025, 2/6/2013, 0926, CREDIT, -249.00, 0.00
D23025, 2/28/2013, 0928, CREDIT, -249.00, -249.00
D23025, 3/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D23025, 3/27/2013, 1143, CREDIT, -249.00, -249.00
D23025, 4/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D23025, 4/23/2013, 1149, CREDIT, -249.00, -249.00
D23025, 5/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D23025, 5/23/2013, 1144, CREDIT, -249.00, -249.00
D23025, 6/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D23025, 6/25/2013, 1159, CREDIT, -249.00, -249.00
D23025, 7/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 0.00
D23025, 7/2/2013, FINE: SECURITY DOOR, OTHER CHARGE, 25.00, 25.00
D23025, 7/24/2013, 1164, CREDIT, -249.00, -224.00
D23025, 8/1/2013, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 25.00
D23025, 8/5/2013, 1106, CREDIT, -25.00, 0.00
D23025, 8/23/2013, 1167, CREDIT, -249.00, -249.00

D23026, 1/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23026, 1/5/2012, EFT, CREDIT, -249.00, 0.00
D23026, 2/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23026, 2/8/2012, EFT, CREDIT, -249.00, 0.00
D23026, 3/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23026, 3/5/2012, EFT, CREDIT, -249.00, 0.00
D23026, 4/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23026, 4/5/2012, EFT, CREDIT, -249.00, 0.00
D23026, 5/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23026, 5/7/2012, EFT, CREDIT, -249.00, 0.00
D23026, 6/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23026, 6/5/2012, EFT, CREDIT, -249.00, 0.00
D23026, 7/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
D23026, 7/5/2012, EFT, CREDIT, -249.00, 0.00
D23026, 8/1/2012, MONTHLY ASSESSMENT, ASSESMENT, 249.00, 249.00
